# id        Nep   period     totamp   A1      A2      A3      phi1     phi2     phi3     phi21     phi31    meanmag   cost     costN          aper   phcov   phcov2   snr         Npt   order   minmax   Imean_ogle   Vmean_ogle   VmI
  smc6398   159   0.312265   0.249    0.119   0.017   0.006   -0.034   2.688    -2.178   9.0385    4.2058   19.169    0.2049   0.0012886792   1      0.961   0.962    56.5        159   3       0.396    19.155       19.404       0.2349987   
  smc6400   87    0.321045   0.348    0.171   0.025   0.031   0.018    -3.088   0.175    9.4433    6.405    18.99     0.0976   0.001121839    1      0.924   0.932    61.2        87    4       0.538    18.985       19.298       0.30800056  
  smc6405   88    0.347079   0.379    0.159   0.018   0.013   -0.024   2.393    -1.148   8.7247    5.2075   19.192    0.0858   9.75E-4        1      0.934   0.902    82.7        88    5       0.462    19.182       ""           ""          
  smc6409   217   0.394326   0.482    0.209   0.073   0.023   -0.001   2.808    -1.04    9.0924    5.245    18.717    0.211    9.723502E-4    1      0.977   0.976    148.8       217   4       0.592    18.695       19.134       0.41700172  
  smc6416   104   0.342656   0.229    0.113   0.019   0.012   -0.031   -2.259   1.486    10.3695   7.8627   19.161    0.1875   0.0018028846   1      0.947   0.947    33.8        104   3       0.446    19.145       ""           ""          
  smc6421   150   0.399001   0.23     0.087   0.028   0.014   -0.066   -2.829   0.623    9.8691    7.1038   19.111    0.2623   0.0017486667   1      0.976   0.967    39.2        150   3       0.493    19.095       19.756       0.64500046  
  smc6427   134   0.361009   0.341    0.164   0.03    0.03    -0.003   2.942    -0.398   9.2305    5.894    19.182    0.2249   0.0016783583   1      0.967   0.957    59.4        134   4       0.617    19.16        19.734       0.55200005  
  smc6428   148   0.394927   0.279    0.13    0.013   0.011   0.04     2.961    -0.74    9.1646    5.4233   19.246    0.3255   0.0021993243   1      0.97    0.967    41.2        148   3       0.635    19.228       19.67        0.4239998   
  smc6442   96    0.395755   0.386    0.166   0.052   0.026   -0.022   2.655    -0.712   8.9818    5.6372   19.052    0.1513   0.0015760417   1      0.922   0.937    57.1        96    3       0.537    19.035       19.297       0.24500084  
  smc6443   121   0.378501   0.287    0.134   0.017   0.002   -0.015   -2.656   -3.031   9.9405    9.5798   19.197    0.1833   0.001514876    1      0.954   0.95     48.9        121   3       0.56     19.182       19.661       0.4639988   
  smc6451   194   0.34579    0.35     0.168   0.032   0.012   0.036    -2.862   0.523    9.6326    6.6989   19.222    0.245    0.0012628866   1      0.967   0.968    84.3        194   5       0.603    19.207       ""           ""          
  smc6456   80    0.34948    0.334    0.158   0.035   0.026   0.074    -2.646   0.531    9.7729    6.5935   19.188    0.1062   0.0013275      1      0.946   0.928    51.1        80    3       0.528    19.176       ""           ""          
  smc6475   167   0.35901    0.362    0.161   0.03    0.013   0.009    -2.789   0.717    9.7597    6.9732   19.346    0.3149   0.0018856288   1      0.971   0.977    62.8        167   3       0.586    19.324       19.819       0.47299957  
  smc6479   96    0.383271   0.277    0.127   0.026   0.027   0.011    2.779    -0.565   9.0407    5.6862   19.085    0.0954   9.937499E-4    1      0.94    0.938    57.1        96    3       0.385    19.078       19.756       0.67100143  
  smc6490   139   0.363426   0.308    0.14    0.02    0.017   -0.042   -2.89    0.26     9.7596    6.6689   19.009    0.2435   0.0017517986   1      0.957   0.965    51.6        139   3       0.593    18.995       19.489       0.47999954  
  smc6502   163   0.296438   0.319    0.122   0.041   0.006   0.046    2.681    -1.363   8.8736    4.7834   19.352    0.2409   0.001477914    1      0.966   0.957    68.1        163   3       0.552    19.338       19.659       0.3070011   
  smc6507   51    0.366798   0.365    0.14    0.05    0.033   0.037    -3.012   1.478    9.48      7.6501   19.076    0.0752   0.0014745098   1      0.849   0.912    41.9        51    3       0.465    19.067       ""           ""          
  smc6508   159   0.386909   0.299    0.148   0.018   0.017   -0.014   -2.608   -0.751   9.9867    5.574    19.102    0.2355   0.001481132    1      0.972   0.976    59.9        159   3       0.592    19.09        19.646       0.5440006   
  smc6510   78    0.329911   0.296    0.148   0.024   0.01    -0.004   -3.137   -0.125   9.4364    6.169    16.751    0.0078   1.0E-4         1      0.957   0.932    193.1       78    3       0.339    16.746       17.2         0.4490013   
  smc6517   24    0.307725   0.33     0.148   0.047   0.009   -0.012   2.874    -0.553   9.1814    5.7665   16.183    0.001    4.166667E-5    1      0.896   0.858    295.3       24    3       0.325    16.179       ""           ""          
  smc6523   23    0.396924   0.642    0.198   0.101   0.032   -0.031   2.429    -0.399   8.7752    5.9779   18.402    0.0112   4.869565E-4    1      0.9     0.883    181.2       23    3       0.565    18.386       ""           ""          
  smc6547   112   0.369244   0.298    0.13    0.024   0.007   0.018    3.065    0.604    9.3124    6.8334   19.222    0.1073   9.580357E-4    1      0.965   0.956    73.4        112   3       0.438    19.211       19.614       0.3920002   
  smc6556   101   0.371342   0.35     0.135   0.038   0.051   -0.034   -2.936   1.512    9.6981    7.8962   19.219    0.2134   0.0021128713   1      0.932   0.955    43.4        101   5       0.682    19.199       19.593       0.37400055  
  smc6565   134   0.386211   0.305    0.136   0.01    0.013   0.022    -3.098   0.161    9.4246    6.379    19.066    0.17     0.0012686567   1      0.965   0.965    66.4        134   3       0.522    19.052       19.466       0.39999962  
  smc6568   55    0.340343   0.411    0.176   0.058   0.004   0.04     3.053    2.566    9.2557    8.7287   18.896    0.0721   0.001310909    1      0.912   0.923    50.6        55    3       0.601    18.879       19.247       0.35099983  
  smc6570   209   0.330001   0.281    0.14    0.026   0.01    0.014    -3.031   -0.261   9.5064    5.9798   14.337    0.024    1.1483254E-4   1      0.98    0.97     274.5       209   5       0.33     14.332       14.705       0.36800003  
  smc6576   177   0.327003   0.265    0.123   0.012   0.006   -0.092   2.721    -0.967   9.1887    5.5938   19.127    0.4527   0.0025576272   1      0.977   0.971    39.0        177   3       0.633    19.098       19.539       0.41199875  
  smc6579   177   0.364071   0.263    0.12    0.028   0.006   0.071    2.964    -0.166   9.1056    5.9054   19.312    0.362    0.0020451976   1      0.977   0.969    42.1        177   4       0.604    19.293       19.767       0.45499992  
  smc6580   267   0.376399   0.266    0.122   0.014   0.011   -0.03    -2.723   1.592    9.9048    7.9661   18.213    0.2492   9.3333336E-4   1      0.978   0.977    92.9        267   3       0.531    18.203       18.709       0.4960003   
  smc6587   298   0.31753    0.396    0.168   0.054   0.018   0.032    -2.737   -2.728   9.7659    9.7429   18.667    1.6445   0.0055184565   1      0.983   0.987    37.4        298   3       1.349    18.618       18.965       0.29800034  
  smc6611   151   0.394544   0.228    0.113   0.02    0.017   -0.033   -3.018   0.295    9.6138    6.6759   18.741    0.2501   0.0016562913   1      0.948   0.964    42.9        151   3       0.509    18.73        19.408       0.6670017   
  smc6616   146   0.376782   0.308    0.14    0.024   0.01    -0.017   -2.535   1.743    10.0645   8.0763   18.902    0.1763   0.0012075342   1      0.958   0.964    66.5        146   3       0.588    18.887       ""           ""          
  smc6619   152   0.32465    0.257    0.127   0.016   0.01    -0.002   -2.991   0.161    9.5784    6.449    17.169    0.0248   1.6315789E-4   1      0.957   0.953    178.4       152   3       0.308    17.164       17.674       0.50499916  
  smc6620   101   0.356498   0.333    0.145   0.041   0.021   0.024    -2.862   -0.079   9.6569    6.1332   19.344    0.1678   0.0016613861   1      0.962   0.948    49.6        101   3       0.576    19.339       19.957       0.61300087  
  smc6623   148   0.365724   0.392    0.181   0.049   0.029   -0.008   2.731    -0.776   9.0304    5.531    18.847    0.1591   0.0010749999   1      0.966   0.961    94.4        148   3       0.59     18.835       19.335       0.48799896  
  smc6630   137   0.350146   0.301    0.145   0.024   0.006   0.015    -2.815   0.674    9.721     6.9118   18.787    0.2338   0.0017065693   1      0.954   0.946    53.5        137   3       0.547    18.757       19.44        0.6529999   
  smc6634   83    0.338925   0.257    0.13    0.028   0.019   0.031    3.065    0.472    9.2872    6.6629   16.124    0.0316   3.8072286E-4   1      0.929   0.934    86.0        83    4       0.358    16.119       16.619       0.49499893  
  smc6637   151   0.372214   0.284    0.131   0.022   0.016   -0.035   -3.109   0.861    9.5276    7.2498   19.095    0.2363   0.0015649007   1      0.959   0.969    55.6        151   3       0.612    19.077       19.568       0.47300148  
  smc6638   151   0.31792    0.251    0.127   0.01    0.007   0.001    -2.992   0.989    9.5711    7.2675   15.02     0.0081   5.3642387E-5   1      0.97    0.973    313.3       151   5       0.284    15.017       15.566       0.5459995   
  smc6645   114   0.362834   0.318    0.123   0.031   0.011   0.04     -2.639   0.99     9.8479    7.1536   19.394    0.3447   0.0030236843   1      0.958   0.964    31.9        114   3       0.601    19.366       19.884       0.49000168  
  smc6647   150   0.316112   0.406    0.173   0.052   0.011   0.022    -3.12    -0.546   9.4016    5.6698   19.481    0.2714   0.0018093333   1      0.962   0.969    70.3        150   4       0.656    19.464       20.036       0.5549984   
  smc6648   199   0.360879   0.318    0.15    0.023   0.001   0.055    2.138    2.399    8.3109    8.5163   19.386    0.5537   0.0027824119   1      0.966   0.959    46.3        199   3       0.764    19.367       19.876       0.48999977  
  smc6649   151   0.372518   0.268    0.13    0.014   0.018   0.001    3.091    0.341    9.3717    6.6195   18.489    0.0887   5.874172E-4    1      0.964   0.962    92.8        151   4       0.436    18.477       18.969       0.47999954  
  smc6654   351   0.396423   0.288    0.139   0.01    0.012   0.011    -2.533   1.808    10.0117   8.0581   13.085    0.1219   3.4729345E-4   1      0.979   0.979    192.6       351   4       0.395    13.081       13.454       0.36900043  
  smc6655   97    0.28439    0.171    0.089   0.009   0.005   -0.001   2.962    -0.211   9.2467    6.0739   15.68     0.0026   2.6804124E-5   1      0.955   0.929    241.9       97    5       0.184    15.678       16.072       0.3920002   
  smc6656   151   0.372692   0.256    0.13    0.013   0.009   0.0      -2.719   1.397    9.8467    7.679    16.086    0.0173   1.1456954E-4   1      0.967   0.96     209.3       151   5       0.3      16.082       16.581       0.49499893  
  smc6658   602   0.36252    0.298    0.146   0.014   0.012   0.028    -2.451   1.355    10.0585   7.5534   19.255    1.0039   0.001667608    1      0.987   0.989    107.4       602   3       0.672    19.241       19.741       0.48600006  
  smc6661   150   0.267278   0.164    0.082   0.009   0.002   -0.006   3.019    -0.571   9.3138    5.7297   15.573    0.0027   1.8E-5         1      0.959   0.961    346.0       150   4       0.186    15.571       15.992       0.41899967  
  smc6667   151   0.363409   0.296    0.151   0.018   0.014   -0.007   -2.802   -0.242   9.7779    6.0621   18.619    0.0962   6.3708605E-4   1      0.962   0.955    102.1       151   3       0.43     18.607       19.107       0.48800087  
  smc6668   150   0.317423   0.277    0.141   0.014   0.009   0.004    3.133    0.123    9.4081    6.3938   17.731    0.0319   2.1266667E-4   1      0.961   0.967    165.7       150   4       0.351    17.725       18.214       0.4829998   
  smc6676   570   0.254756   0.267    0.134   0.014   0.009   -0.009   2.844    -1.063   9.145     5.246    19.373    1.0475   0.0018377193   1      0.985   0.985    86.6        570   3       0.643    19.352       19.757       0.38400078  
  smc6678   176   0.270599   0.19     0.093   0.015   0.005   0.001    -2.543   -0.239   10.0225   6.0423   16.416    0.1245   7.0738635E-4   1      0.97    0.966    67.6        176   3       0.31     16.409       16.845       0.42899895  
  smc6680   174   0.400235   0.333    0.127   0.035   0.01    -0.059   -2.428   -0.217   10.2565   6.2433   19.173    0.4188   0.0024068966   1      0.974   0.967    51.9        174   3       0.549    19.153       19.678       0.50499916  
  smc6687   150   0.339837   0.317    0.157   0.025   0.015   -0.004   -2.847   0.447    9.7282    6.7425   16.945    0.0113   7.533334E-5    1      0.967   0.952    346.9       150   5       0.356    16.938       17.371       0.4260006   
  smc6688   76    0.347054   0.384    0.171   0.038   0.023   -0.003   2.753    -0.228   9.043     6.0659   19.08     0.0726   9.5526315E-4   1      0.936   0.911    78.1        76    4       0.507    19.062       19.561       0.4810009   
  smc6691   80    0.361223   0.33     0.13    0.002   0.013   -0.011   1.537    2.137    7.8416    8.453    19.086    0.1836   0.002295       1      0.961   0.949    34.5        80    3       0.627    19.082       19.393       0.3069992   
  smc6693   132   0.309206   0.306    0.15    0.041   0.012   -0.011   2.8      -1.071   9.1055    5.2461   18.985    0.168    0.0012727273   1      0.96    0.969    62.3        132   3       0.552    18.971       19.332       0.34700012  
